day,hour,festival,rain,weather,vehicle_count,traffic_density
Tuesday,0,Ganesh Chaturthi,0,Cloudy,458,0.42900000000000005
Saturday,7,Diwali,1,Cloudy,1154,0.8769999999999999
Saturday,21,Christmas,0,Rainy,141,0.2705
Friday,6,Ganesh Chaturthi,1,Clear,1568,1.0
Thursday,20,Christmas,1,Cloudy,1423,1.0
Tuesday,1,None,1,Cloudy,1675,0.9375
Wednesday,21,Eid,0,Rainy,1187,0.7935000000000001
Tuesday,13,Eid,0,Rainy,1994,1.0
Sunday,11,Eid,1,Rainy,1050,0.8250000000000001
Saturday,3,Diwali,1,Cloudy,1068,0.834
Friday,1,Ganesh Chaturthi,1,Rainy,1214,0.9069999999999999
Wednesday,8,Ganesh Chaturthi,0,Clear,1493,0.9465000000000001
Monday,8,Christmas,1,Cloudy,355,0.47750000000000004
Wednesday,19,Eid,0,Cloudy,287,0.3435
Wednesday,10,Diwali,0,Cloudy,1774,1.0
Wednesday,8,Christmas,1,Clear,946,0.773
Tuesday,1,None,1,Rainy,376,0.28800000000000003
Sunday,20,Christmas,1,Cloudy,108,0.354
Monday,18,Christmas,1,Rainy,1048,0.824
Tuesday,23,Ganesh Chaturthi,1,Cloudy,1783,1.0
Monday,21,Christmas,0,Clear,1467,0.9335
Friday,20,Eid,1,Rainy,296,0.44799999999999995
Saturday,3,Christmas,1,Rainy,1508,1.0
Tuesday,8,Ganesh Chaturthi,1,Cloudy,205,0.40249999999999997
Wednesday,0,Diwali,0,Clear,289,0.34450000000000003
Sunday,13,Ganesh Chaturthi,0,Clear,973,0.6865
Sunday,20,Ganesh Chaturthi,0,Cloudy,1397,0.8985000000000001
Wednesday,22,None,1,Clear,470,0.33499999999999996
Thursday,7,None,0,Rainy,197,0.0985
Saturday,20,Diwali,1,Clear,959,0.7795
Friday,15,Ganesh Chaturthi,1,Rainy,1178,0.8889999999999999
Thursday,20,Christmas,0,Rainy,245,0.3225
Saturday,2,Diwali,0,Rainy,1115,0.7575000000000001
Tuesday,12,Eid,1,Cloudy,903,0.7515
Sunday,14,Christmas,1,Rainy,624,0.612
Thursday,3,None,0,Cloudy,1144,0.572
Friday,4,Eid,1,Rainy,1114,0.8570000000000001
Saturday,16,Eid,0,Rainy,1705,1.0
Sunday,13,Christmas,1,Clear,964,0.7819999999999999
Saturday,21,Eid,0,Clear,806,0.603
Sunday,14,None,0,Rainy,1114,0.557
Sunday,3,None,0,Clear,875,0.4375
Monday,16,Ganesh Chaturthi,1,Clear,1423,1.0
Friday,14,Eid,1,Rainy,552,0.5760000000000001
Friday,6,None,0,Rainy,1604,0.802
Tuesday,0,Christmas,1,Cloudy,216,0.40800000000000003
Thursday,7,Christmas,1,Rainy,1399,0.9994999999999999
Sunday,16,Diwali,1,Clear,684,0.642
Wednesday,11,Eid,0,Clear,785,0.5925
Thursday,11,Ganesh Chaturthi,0,Rainy,1920,1.0
Saturday,13,Diwali,1,Clear,140,0.37
Monday,20,None,0,Rainy,391,0.1955
Tuesday,9,Ganesh Chaturthi,0,Rainy,534,0.467
Wednesday,2,Ganesh Chaturthi,1,Clear,1218,0.9089999999999999
Tuesday,8,Diwali,0,Cloudy,722,0.5609999999999999
Wednesday,19,Eid,0,Cloudy,715,0.5575
Friday,19,Diwali,1,Clear,592,0.596
Saturday,22,Christmas,0,Rainy,718,0.5589999999999999
Monday,20,Eid,0,Clear,757,0.5785
Saturday,10,Christmas,0,Clear,244,0.322
Thursday,23,Diwali,0,Cloudy,127,0.2635
Thursday,14,Christmas,1,Cloudy,814,0.707
Wednesday,1,Ganesh Chaturthi,1,Cloudy,1277,0.9385
Thursday,20,None,1,Cloudy,1871,1.0
Thursday,0,Eid,0,Clear,1042,0.7210000000000001
Thursday,7,None,0,Cloudy,1609,0.8045
Monday,14,Diwali,1,Clear,1628,1.0
Thursday,0,Ganesh Chaturthi,1,Clear,391,0.49550000000000005
Saturday,9,Diwali,1,Clear,1463,1.0
Saturday,9,Christmas,0,Clear,1856,1.0
Saturday,17,Christmas,1,Clear,1899,1.0
Wednesday,1,Eid,0,Clear,1882,1.0
Tuesday,19,None,0,Cloudy,1678,0.839
Friday,7,Christmas,0,Cloudy,1941,1.0
Saturday,11,None,1,Clear,1219,0.7095
Saturday,13,Christmas,0,Cloudy,1666,1.0
Sunday,15,Eid,0,Cloudy,1565,0.9824999999999999
Tuesday,11,Ganesh Chaturthi,1,Cloudy,1138,0.8689999999999999
Friday,20,Diwali,0,Rainy,1735,1.0
Monday,10,None,0,Cloudy,1921,0.9605
Thursday,6,Diwali,0,Rainy,1562,0.9810000000000001
Monday,12,None,1,Rainy,1584,0.892
Thursday,2,None,1,Cloudy,479,0.3395
Tuesday,5,Eid,1,Rainy,864,0.732
Tuesday,8,Christmas,1,Rainy,1614,1.0
Friday,7,Christmas,0,Clear,269,0.3345
Saturday,11,Diwali,1,Rainy,175,0.38749999999999996
Sunday,17,Eid,1,Cloudy,132,0.366
Tuesday,23,None,1,Rainy,652,0.42600000000000005
Sunday,13,None,1,Rainy,1753,0.9764999999999999
Friday,12,Christmas,1,Clear,1818,1.0
Thursday,15,Christmas,1,Cloudy,1467,1.0
Tuesday,19,Eid,0,Rainy,1770,1.0
Wednesday,7,Diwali,1,Rainy,933,0.7665000000000001
Sunday,2,Eid,0,Clear,509,0.4545
Thursday,12,None,0,Rainy,180,0.09
Wednesday,17,Ganesh Chaturthi,0,Rainy,150,0.275
Tuesday,3,Christmas,1,Clear,666,0.633
Wednesday,0,Eid,0,Rainy,904,0.652
Wednesday,1,Diwali,0,Clear,1653,1.0
Monday,6,Eid,1,Clear,1977,1.0
Saturday,8,Eid,1,Clear,1353,0.9765
Friday,0,Christmas,0,Rainy,1180,0.79
Monday,8,Diwali,0,Cloudy,623,0.5115000000000001
Friday,12,Diwali,0,Cloudy,411,0.40549999999999997
Thursday,6,Diwali,0,Rainy,1896,1.0
Thursday,6,Ganesh Chaturthi,0,Clear,367,0.3835
Tuesday,2,Christmas,0,Cloudy,478,0.439
Sunday,23,None,0,Clear,1328,0.664
Friday,17,Christmas,1,Rainy,377,0.48850000000000005
Wednesday,13,Eid,1,Cloudy,528,0.5640000000000001
Monday,18,Ganesh Chaturthi,0,Clear,501,0.4505
Tuesday,5,Eid,0,Rainy,911,0.6555
Thursday,12,None,0,Cloudy,217,0.1085
Tuesday,23,None,0,Rainy,1487,0.7435
Saturday,14,Christmas,1,Cloudy,1134,0.8669999999999999
Tuesday,1,Ganesh Chaturthi,0,Cloudy,1182,0.7909999999999999
Friday,13,None,0,Rainy,177,0.0885
Tuesday,21,Diwali,1,Clear,473,0.5365
Monday,7,Eid,0,Cloudy,654,0.527
Friday,7,Ganesh Chaturthi,1,Cloudy,1668,1.0
Monday,13,Ganesh Chaturthi,0,Clear,1453,0.9265000000000001
Saturday,0,None,1,Clear,1075,0.6375
Friday,8,Eid,1,Rainy,1235,0.9175000000000001
Monday,17,None,1,Clear,696,0.44799999999999995
Tuesday,11,None,0,Rainy,734,0.367
Thursday,6,Eid,1,Cloudy,1884,1.0
Friday,1,Diwali,0,Clear,1282,0.841
Monday,14,Diwali,0,Cloudy,1031,0.7155
Friday,16,Diwali,1,Rainy,973,0.7865
Thursday,20,Eid,1,Cloudy,257,0.4285
Friday,9,Christmas,1,Cloudy,1956,1.0
Friday,10,Christmas,1,Clear,845,0.7225
Monday,5,Ganesh Chaturthi,1,Cloudy,150,0.375
Thursday,19,Ganesh Chaturthi,0,Cloudy,440,0.42000000000000004
Monday,1,Ganesh Chaturthi,1,Rainy,883,0.7414999999999999
Friday,3,Ganesh Chaturthi,0,Cloudy,674,0.537
Saturday,15,Christmas,1,Rainy,1519,1.0
Saturday,7,Christmas,0,Clear,1209,0.8045
Friday,19,Christmas,1,Clear,467,0.5335
Tuesday,6,Eid,0,Clear,1635,1.0
Tuesday,23,Ganesh Chaturthi,1,Rainy,165,0.38250000000000006
Sunday,5,Eid,1,Cloudy,152,0.376
Thursday,22,None,0,Clear,1629,0.8145
Friday,22,Ganesh Chaturthi,1,Rainy,296,0.44799999999999995
Saturday,17,Eid,0,Rainy,1495,0.9475
Friday,6,None,0,Rainy,1909,0.9545
Wednesday,21,Eid,0,Rainy,1088,0.744
Friday,0,Diwali,0,Rainy,464,0.43200000000000005
Saturday,9,Ganesh Chaturthi,0,Rainy,383,0.3915
Thursday,16,Ganesh Chaturthi,1,Rainy,1653,1.0
Thursday,18,Eid,0,Rainy,1632,1.0
Wednesday,3,Diwali,0,Clear,1084,0.742
Saturday,3,None,0,Rainy,1924,0.962
Friday,22,Christmas,1,Rainy,1326,0.963
Friday,5,Diwali,1,Cloudy,213,0.4065
Sunday,10,Diwali,0,Cloudy,1267,0.8334999999999999
Wednesday,5,None,0,Clear,114,0.057
Friday,7,Diwali,0,Rainy,1799,1.0
Thursday,8,Christmas,0,Clear,832,0.616
Monday,5,Diwali,0,Rainy,1744,1.0
Saturday,9,Diwali,0,Rainy,1642,1.0
Thursday,10,Ganesh Chaturthi,1,Cloudy,314,0.45699999999999996
Tuesday,13,Christmas,0,Rainy,1951,1.0
Monday,6,Diwali,1,Rainy,501,0.5505
Wednesday,23,Christmas,0,Clear,1135,0.7675000000000001
Sunday,15,Eid,1,Clear,134,0.367
Sunday,6,Ganesh Chaturthi,1,Rainy,162,0.381
Sunday,6,None,1,Clear,1537,0.8684999999999999
Saturday,20,Diwali,0,Clear,1604,1.0
Thursday,23,Christmas,0,Cloudy,1985,1.0
Sunday,4,None,1,Rainy,1860,1.0
Sunday,17,None,0,Rainy,1025,0.5125
Wednesday,17,Diwali,0,Rainy,315,0.35750000000000004
Monday,10,None,1,Clear,239,0.2195
Friday,18,Eid,1,Cloudy,362,0.481
Friday,21,Diwali,0,Cloudy,200,0.30000000000000004
Friday,23,Diwali,0,Clear,545,0.47250000000000003
Thursday,14,Eid,1,Clear,971,0.7855
Monday,23,Diwali,0,Cloudy,1173,0.7865
Friday,5,Diwali,0,Clear,1641,1.0
Sunday,2,Eid,0,Cloudy,1972,1.0
Saturday,10,Eid,1,Cloudy,315,0.4575
Wednesday,20,Eid,1,Rainy,963,0.7815
Monday,16,Diwali,1,Rainy,624,0.612
Sunday,16,None,0,Cloudy,1270,0.635
Tuesday,0,Eid,1,Clear,322,0.46099999999999997
Tuesday,15,Ganesh Chaturthi,1,Clear,480,0.54
Wednesday,22,Ganesh Chaturthi,0,Rainy,847,0.6234999999999999
Monday,12,None,1,Cloudy,1977,1.0
Wednesday,15,Christmas,1,Cloudy,1995,1.0
Saturday,6,Diwali,1,Rainy,1719,1.0
Sunday,21,Diwali,0,Cloudy,996,0.698
Sunday,7,Ganesh Chaturthi,1,Cloudy,431,0.5155
Saturday,14,None,0,Rainy,527,0.2635
Saturday,13,Christmas,1,Rainy,943,0.7715
Friday,17,Eid,0,Rainy,1760,1.0
Wednesday,5,Diwali,1,Rainy,1378,0.989
Saturday,17,Diwali,0,Rainy,213,0.3065
Friday,21,Eid,0,Cloudy,1475,0.9375
Saturday,12,None,1,Rainy,1242,0.721
Tuesday,11,None,0,Rainy,1079,0.5395
Saturday,0,None,0,Rainy,1750,0.875
Saturday,13,Ganesh Chaturthi,0,Clear,1276,0.8380000000000001
Tuesday,0,Diwali,0,Clear,1996,1.0
Sunday,23,Diwali,1,Cloudy,936,0.768
Sunday,1,Ganesh Chaturthi,1,Cloudy,1322,0.961
Wednesday,17,Christmas,1,Rainy,1722,1.0
Tuesday,4,Christmas,1,Clear,1793,1.0
Thursday,13,Ganesh Chaturthi,1,Clear,1218,0.9089999999999999
Tuesday,16,Ganesh Chaturthi,0,Clear,1604,1.0
Friday,0,Diwali,1,Rainy,160,0.38
Tuesday,20,Diwali,1,Cloudy,1972,1.0
Friday,16,None,1,Clear,1132,0.6659999999999999
Tuesday,13,None,0,Cloudy,1501,0.7505
Tuesday,11,None,0,Cloudy,645,0.3225
Monday,14,Eid,0,Clear,157,0.2785
Sunday,11,Ganesh Chaturthi,0,Cloudy,1484,0.942
Wednesday,2,Eid,1,Cloudy,177,0.38849999999999996
Sunday,5,Ganesh Chaturthi,0,Clear,1847,1.0
Tuesday,7,None,0,Rainy,1505,0.7525
Saturday,2,Christmas,0,Clear,1136,0.768
Wednesday,13,Ganesh Chaturthi,0,Cloudy,1740,1.0
Wednesday,20,None,0,Cloudy,651,0.3255
Wednesday,19,Christmas,0,Rainy,1708,1.0
Thursday,10,Eid,0,Clear,274,0.337
Friday,5,Christmas,1,Cloudy,1465,1.0
Saturday,21,Diwali,0,Cloudy,1108,0.754
Friday,21,None,1,Cloudy,218,0.20900000000000002
Sunday,2,Christmas,0,Cloudy,1797,1.0
Thursday,12,Christmas,0,Rainy,1550,0.9750000000000001
Friday,3,None,1,Cloudy,1426,0.813
Sunday,12,Christmas,0,Cloudy,974,0.687
Thursday,3,Ganesh Chaturthi,0,Cloudy,200,0.30000000000000004
Tuesday,5,Eid,1,Rainy,268,0.43400000000000005
Monday,22,None,0,Clear,1395,0.6975
Sunday,3,Christmas,0,Clear,121,0.2605
Thursday,17,None,1,Rainy,733,0.4665
Monday,10,Christmas,0,Rainy,236,0.318
Tuesday,1,Eid,1,Cloudy,808,0.7040000000000001
Sunday,5,None,0,Clear,1414,0.707
Thursday,15,Christmas,0,Rainy,431,0.4155
Tuesday,8,Eid,1,Rainy,1449,1.0
Friday,3,None,0,Clear,1834,0.917
Sunday,5,Ganesh Chaturthi,1,Cloudy,553,0.5765
Sunday,13,None,1,Clear,150,0.175
Sunday,23,Diwali,0,Rainy,1386,0.893
Wednesday,7,None,1,Cloudy,1951,1.0
Friday,20,Eid,1,Clear,631,0.6155
Friday,5,None,0,Cloudy,1238,0.619
Wednesday,17,Christmas,0,Rainy,1269,0.8345
Saturday,17,Eid,1,Clear,1880,1.0
Saturday,9,Eid,1,Cloudy,908,0.754
Sunday,5,None,1,Clear,1972,1.0
Saturday,22,Christmas,0,Clear,1002,0.7010000000000001
Sunday,14,None,1,Cloudy,1864,1.0
Wednesday,6,Ganesh Chaturthi,0,Cloudy,1446,0.923
Saturday,4,Christmas,1,Rainy,501,0.5505
Tuesday,16,Christmas,1,Rainy,1827,1.0
Thursday,4,Eid,0,Rainy,611,0.5055000000000001
Wednesday,19,Eid,0,Clear,1468,0.9339999999999999
Wednesday,6,None,1,Cloudy,1978,1.0
Sunday,8,Diwali,0,Rainy,775,0.5875
Friday,6,Eid,0,Cloudy,1420,0.9099999999999999
Thursday,21,Christmas,1,Clear,915,0.7575
Thursday,22,Diwali,0,Clear,1136,0.768
Thursday,17,None,1,Clear,1474,0.837
Friday,15,Christmas,1,Cloudy,1849,1.0
Thursday,4,Christmas,1,Clear,878,0.739
Friday,15,None,0,Rainy,1491,0.7455
Tuesday,23,Christmas,1,Clear,154,0.377
Saturday,18,Eid,1,Cloudy,1154,0.8769999999999999
Thursday,10,Christmas,0,Cloudy,1899,1.0
Friday,12,Ganesh Chaturthi,1,Rainy,614,0.607
Monday,6,Ganesh Chaturthi,0,Cloudy,588,0.494
Tuesday,21,None,0,Rainy,272,0.136
Monday,7,Ganesh Chaturthi,0,Clear,1535,0.9675
Friday,5,Ganesh Chaturthi,0,Cloudy,1145,0.7725
Thursday,17,Ganesh Chaturthi,0,Clear,1003,0.7015
Thursday,12,Christmas,0,Cloudy,1874,1.0
Monday,19,None,0,Clear,1046,0.523
Saturday,3,Ganesh Chaturthi,0,Clear,677,0.5385
Monday,3,None,0,Cloudy,988,0.494
Saturday,20,None,0,Cloudy,573,0.2865
Tuesday,8,None,0,Cloudy,1602,0.801
Thursday,2,None,1,Rainy,891,0.5455
Friday,13,Ganesh Chaturthi,0,Cloudy,1090,0.7450000000000001
Thursday,21,Ganesh Chaturthi,0,Cloudy,1397,0.8985000000000001
Monday,11,None,1,Cloudy,340,0.27
Wednesday,15,None,1,Clear,564,0.382
Sunday,3,Diwali,0,Clear,1971,1.0
Friday,10,Diwali,0,Rainy,147,0.2735
Wednesday,21,Eid,0,Cloudy,1672,1.0
Saturday,3,None,0,Clear,1990,0.995
Wednesday,10,None,1,Cloudy,1483,0.8415
Monday,1,Christmas,1,Rainy,419,0.5095
Saturday,5,Christmas,0,Cloudy,1102,0.7510000000000001
Thursday,0,Eid,0,Clear,325,0.36250000000000004
Saturday,11,Eid,0,Cloudy,741,0.5705
Monday,5,Ganesh Chaturthi,1,Rainy,575,0.5875
Tuesday,6,Christmas,0,Cloudy,749,0.5745
Monday,21,None,0,Cloudy,1895,0.9475
Wednesday,23,Christmas,1,Rainy,1006,0.803
Friday,1,Diwali,0,Cloudy,722,0.5609999999999999
Thursday,3,None,1,Rainy,1858,1.0
Saturday,23,Diwali,0,Rainy,1467,0.9335
Thursday,10,None,1,Clear,1488,0.844
Monday,17,Ganesh Chaturthi,0,Cloudy,1210,0.8049999999999999
Friday,2,Eid,1,Rainy,1771,1.0
Sunday,12,Diwali,0,Rainy,1094,0.7470000000000001
Tuesday,12,Ganesh Chaturthi,0,Clear,679,0.5395000000000001
Sunday,20,Eid,0,Cloudy,252,0.326
Friday,18,Ganesh Chaturthi,1,Cloudy,702,0.6509999999999999
Sunday,20,Eid,0,Rainy,893,0.6465000000000001
Sunday,15,Ganesh Chaturthi,0,Cloudy,1193,0.7965
Monday,15,Diwali,1,Clear,363,0.48150000000000004
Saturday,12,Christmas,1,Cloudy,1673,1.0
Saturday,16,Diwali,0,Cloudy,980,0.69
Wednesday,20,Eid,1,Cloudy,623,0.6115
Friday,3,Christmas,1,Cloudy,1227,0.9135000000000001
Saturday,4,Diwali,0,Clear,1608,1.0
Sunday,22,Ganesh Chaturthi,0,Cloudy,920,0.66
Wednesday,0,Ganesh Chaturthi,0,Clear,849,0.6245
Thursday,23,Eid,0,Rainy,1823,1.0
Sunday,12,Ganesh Chaturthi,1,Clear,1734,1.0
Monday,5,Christmas,1,Clear,1578,1.0
Sunday,21,None,0,Rainy,1752,0.876
Saturday,2,Diwali,1,Rainy,886,0.743
Thursday,1,None,0,Clear,770,0.385
Friday,6,Diwali,0,Rainy,284,0.34199999999999997
Monday,10,Ganesh Chaturthi,1,Clear,779,0.6895
Monday,2,Christmas,0,Clear,1410,0.905
Monday,20,Christmas,1,Rainy,1278,0.939
Friday,0,None,0,Rainy,1426,0.713
Sunday,6,None,1,Cloudy,854,0.527
Friday,0,Ganesh Chaturthi,1,Rainy,927,0.7635
Friday,13,Eid,0,Clear,351,0.3755
Monday,20,Ganesh Chaturthi,1,Clear,277,0.4385
Sunday,11,Eid,1,Clear,344,0.472
Thursday,11,Christmas,0,Rainy,1403,0.9015
Thursday,17,Eid,1,Cloudy,1690,1.0
Thursday,5,None,0,Rainy,871,0.4355
Monday,2,Eid,1,Cloudy,1669,1.0
Wednesday,1,Eid,1,Cloudy,1574,1.0
Saturday,14,Eid,1,Rainy,1082,0.8410000000000001
Wednesday,3,Diwali,1,Rainy,1937,1.0
Wednesday,2,Ganesh Chaturthi,1,Cloudy,1515,1.0
Sunday,3,Diwali,1,Clear,1357,0.9785
Thursday,10,Christmas,0,Rainy,844,0.622
Thursday,0,Eid,0,Cloudy,1319,0.8594999999999999
Saturday,5,Eid,1,Clear,1355,0.9774999999999999
Wednesday,10,Eid,1,Cloudy,227,0.4135
Thursday,8,Eid,1,Cloudy,693,0.6465
Monday,22,Christmas,0,Rainy,1469,0.9345000000000001
Sunday,14,Diwali,0,Rainy,882,0.641
Monday,16,Christmas,1,Rainy,205,0.40249999999999997
Tuesday,23,None,0,Clear,1860,0.93
Thursday,6,Christmas,1,Clear,1469,1.0
Sunday,14,Eid,1,Rainy,865,0.7325
Saturday,16,Diwali,0,Clear,1936,1.0
Thursday,21,None,0,Clear,759,0.3795
Sunday,11,Diwali,0,Cloudy,1849,1.0
Sunday,13,Diwali,1,Rainy,878,0.739
Friday,5,Eid,0,Cloudy,1519,0.9595
Tuesday,8,Eid,0,Rainy,1133,0.7665
Monday,22,Eid,1,Cloudy,1806,1.0
Sunday,17,Christmas,0,Cloudy,1670,1.0
Monday,15,Ganesh Chaturthi,1,Rainy,1653,1.0
Wednesday,7,None,0,Rainy,734,0.367
Thursday,2,None,1,Rainy,1029,0.6144999999999999
Thursday,15,Eid,1,Clear,1488,1.0
Thursday,9,Ganesh Chaturthi,1,Rainy,1858,1.0
Friday,14,Diwali,1,Clear,1908,1.0
Friday,13,Eid,0,Clear,1335,0.8674999999999999
Thursday,4,Diwali,0,Clear,769,0.5845
Wednesday,14,Diwali,1,Cloudy,1003,0.8015
Saturday,17,Ganesh Chaturthi,0,Clear,872,0.636
Monday,23,None,1,Rainy,606,0.403
Wednesday,2,Ganesh Chaturthi,1,Cloudy,1770,1.0
Monday,4,None,0,Rainy,193,0.0965
Thursday,4,Eid,1,Rainy,1087,0.8435
Wednesday,8,Christmas,0,Rainy,413,0.4065
Tuesday,8,Diwali,0,Clear,1589,0.9944999999999999
Friday,15,Eid,1,Rainy,1808,1.0
Friday,6,Diwali,1,Cloudy,1485,1.0
Friday,16,Diwali,1,Cloudy,1014,0.807
Monday,8,Christmas,0,Clear,1643,1.0
Monday,20,Christmas,1,Clear,1621,1.0
Saturday,10,Christmas,1,Clear,661,0.6305
Wednesday,1,None,1,Rainy,1691,0.9455
Monday,16,Ganesh Chaturthi,0,Clear,1659,1.0
Thursday,2,Diwali,1,Rainy,651,0.6255000000000001
Monday,8,None,0,Clear,1000,0.5
Saturday,15,Christmas,0,Cloudy,544,0.47200000000000003
Friday,4,Christmas,0,Cloudy,1180,0.79
Monday,6,Diwali,1,Rainy,124,0.362
Saturday,20,Christmas,0,Cloudy,1074,0.7370000000000001
Monday,10,None,1,Rainy,1979,1.0
Wednesday,4,Eid,1,Rainy,1536,1.0
Thursday,7,None,0,Cloudy,1155,0.5775
Tuesday,22,Diwali,0,Rainy,1732,1.0
Monday,16,Diwali,1,Cloudy,1391,0.9954999999999999
Saturday,12,Eid,0,Rainy,1396,0.8979999999999999
Friday,6,None,1,Cloudy,1108,0.654
Friday,22,Eid,0,Cloudy,1736,1.0
Friday,5,Eid,1,Rainy,1850,1.0
Tuesday,3,Eid,1,Rainy,1297,0.9485
Tuesday,18,Christmas,1,Cloudy,1314,0.957
Saturday,14,Eid,1,Cloudy,462,0.531
Saturday,15,Ganesh Chaturthi,0,Rainy,1607,1.0
Wednesday,15,Ganesh Chaturthi,0,Rainy,416,0.40800000000000003
Tuesday,9,Christmas,0,Rainy,567,0.4835
Wednesday,6,Christmas,1,Cloudy,1659,1.0
Tuesday,18,None,0,Cloudy,562,0.281
Saturday,23,Diwali,1,Cloudy,175,0.38749999999999996
Friday,10,Eid,1,Rainy,1100,0.85
Saturday,18,Eid,0,Rainy,1242,0.821
Tuesday,1,Diwali,0,Clear,1421,0.9105000000000001
Sunday,23,Eid,0,Cloudy,1897,1.0
Saturday,1,Eid,0,Rainy,381,0.3905
Thursday,17,Ganesh Chaturthi,1,Clear,1152,0.876
Monday,10,Christmas,0,Rainy,518,0.459
Wednesday,13,Christmas,0,Rainy,937,0.6685000000000001
Saturday,9,Diwali,0,Cloudy,1160,0.78
Saturday,4,Eid,1,Cloudy,1796,1.0
Wednesday,2,Christmas,0,Rainy,1979,1.0
Wednesday,3,None,1,Rainy,1680,0.94
Monday,5,Diwali,0,Cloudy,1240,0.8200000000000001
Sunday,7,Christmas,0,Clear,259,0.3295
Saturday,10,Diwali,0,Rainy,1780,1.0
Friday,22,Ganesh Chaturthi,0,Rainy,909,0.6545000000000001
Monday,14,None,1,Clear,979,0.5895
Tuesday,11,Eid,0,Clear,324,0.362
Tuesday,19,None,1,Cloudy,1104,0.652
Monday,17,None,0,Rainy,118,0.059
Thursday,13,Ganesh Chaturthi,1,Cloudy,922,0.761
Tuesday,15,Ganesh Chaturthi,0,Cloudy,784,0.5920000000000001
Wednesday,5,Christmas,1,Cloudy,286,0.44299999999999995
Friday,13,Christmas,1,Rainy,1588,1.0
Friday,0,None,0,Cloudy,1305,0.6525
Tuesday,19,Eid,1,Cloudy,379,0.48950000000000005
Thursday,8,None,1,Cloudy,1220,0.71
Thursday,22,Eid,0,Cloudy,1795,1.0
Friday,19,Ganesh Chaturthi,0,Cloudy,1906,1.0
Tuesday,19,Diwali,0,Clear,1179,0.7895000000000001
Sunday,21,Diwali,0,Rainy,1697,1.0
Tuesday,21,None,1,Cloudy,968,0.584
Friday,17,Eid,0,Clear,686,0.543
Wednesday,14,Christmas,0,Cloudy,1768,1.0
Wednesday,23,Eid,0,Clear,1503,0.9515
Wednesday,21,Diwali,1,Clear,949,0.7745
Thursday,8,Eid,1,Clear,1703,1.0
Wednesday,21,Diwali,1,Cloudy,377,0.48850000000000005
Tuesday,12,Christmas,1,Cloudy,527,0.5635
Tuesday,23,None,1,Clear,463,0.3315
Tuesday,10,Christmas,0,Rainy,1082,0.7410000000000001
Wednesday,15,Eid,0,Cloudy,1016,0.708
Sunday,8,Diwali,1,Rainy,1111,0.8555
Tuesday,14,Christmas,0,Cloudy,1265,0.8325
Saturday,17,Eid,0,Cloudy,1655,1.0
Friday,9,Ganesh Chaturthi,1,Cloudy,450,0.525
Friday,14,Ganesh Chaturthi,0,Rainy,1693,1.0
Saturday,19,None,1,Rainy,1871,1.0
Wednesday,8,Christmas,1,Clear,1983,1.0
Sunday,23,None,1,Cloudy,804,0.502
Wednesday,1,None,0,Clear,476,0.238
Sunday,15,Eid,1,Clear,1150,0.8749999999999999
Monday,23,Ganesh Chaturthi,0,Cloudy,975,0.6875
Thursday,7,Diwali,0,Clear,654,0.527
Friday,5,Eid,0,Clear,628,0.514
Tuesday,7,Christmas,1,Rainy,1672,1.0
Tuesday,6,Eid,1,Clear,486,0.543
Sunday,8,Diwali,1,Rainy,812,0.7060000000000001
Wednesday,17,Eid,0,Cloudy,757,0.5785
Sunday,12,Ganesh Chaturthi,0,Clear,1290,0.845
Wednesday,18,None,0,Cloudy,1233,0.6165
Tuesday,13,Eid,1,Cloudy,1318,0.959
Wednesday,22,Ganesh Chaturthi,0,Rainy,1422,0.911
Saturday,6,Ganesh Chaturthi,0,Rainy,324,0.362
Sunday,1,None,1,Rainy,1524,0.862
Wednesday,12,Ganesh Chaturthi,0,Cloudy,779,0.5895
Tuesday,12,Eid,1,Clear,298,0.44899999999999995
Thursday,17,Christmas,1,Cloudy,448,0.524
Tuesday,6,None,0,Clear,1744,0.872
Sunday,15,Diwali,0,Cloudy,699,0.5495
Thursday,11,Christmas,1,Clear,1885,1.0
Monday,12,Ganesh Chaturthi,0,Cloudy,1214,0.8069999999999999
Saturday,18,Ganesh Chaturthi,0,Clear,1834,1.0
Monday,19,Christmas,0,Clear,1668,1.0
Thursday,9,Eid,0,Clear,1759,1.0
Friday,11,Diwali,1,Rainy,1174,0.8869999999999999
Thursday,11,Diwali,0,Cloudy,1651,1.0
Wednesday,2,Eid,0,Clear,1565,0.9824999999999999
Sunday,19,Diwali,1,Cloudy,429,0.5145
Thursday,18,Eid,1,Clear,1113,0.8564999999999999
Wednesday,3,Eid,0,Clear,562,0.48100000000000004
Tuesday,2,Ganesh Chaturthi,1,Rainy,1462,1.0
Monday,5,Diwali,1,Clear,730,0.6649999999999999
Thursday,8,Eid,1,Clear,1943,1.0
Thursday,14,Ganesh Chaturthi,1,Rainy,752,0.676
Thursday,2,Ganesh Chaturthi,1,Cloudy,1191,0.8955000000000001
Thursday,3,Diwali,1,Clear,519,0.5595
Tuesday,16,Eid,0,Rainy,1375,0.8875
Thursday,18,None,1,Clear,909,0.5545
Sunday,22,Eid,0,Clear,1353,0.8765000000000001
Tuesday,11,Christmas,0,Cloudy,1997,1.0
Wednesday,0,Eid,0,Cloudy,1833,1.0
Saturday,4,Diwali,0,Cloudy,574,0.487
Tuesday,18,Ganesh Chaturthi,0,Rainy,1788,1.0
